"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --output 2_nodes.csv 2 3000",,,,"Date:","15 Oct 2018 02:16:41 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,
15-10 02:39:14,0.0,0.013,99.987,0.0,0.0,0.0,3469246464.0,26537984.0,2219626496.0,1.95554902016e+11,14.110,17.010,16.940
15-10 02:39:16,0.0,0.013,99.987,0.0,0.0,0.0,3468865536.0,26537984.0,2219626496.0,1.95555282944e+11,14.110,17.010,16.940
15-10 02:39:18,0.0,0.013,99.987,0.0,0.0,0.0,3468431360.0,26546176.0,2219618304.0,1.9555571712e+11,14.110,17.010,16.940
15-10 02:39:20,0.0,0.013,99.987,0.0,0.0,0.0,3468042240.0,26546176.0,2219626496.0,1.95556098048e+11,12.980,16.730,16.850
15-10 02:39:22,0.0,0.025,99.975,0.0,0.0,0.0,3467878400.0,26546176.0,2219626496.0,1.95556261888e+11,12.980,16.730,16.850
15-10 02:39:24,0.0,0.013,99.987,0.0,0.0,0.0,3467677696.0,26554368.0,2219618304.0,1.95556462592e+11,11.940,16.450,16.760
15-10 02:39:26,0.0,0.013,99.987,0.0,0.0,0.0,3467538432.0,26554368.0,2219626496.0,1.95556593664e+11,11.940,16.450,16.760
15-10 02:39:28,0.0,0.013,99.987,0.0,0.0,0.0,3467411456.0,26554368.0,2219626496.0,1.9555672064e+11,11.940,16.450,16.760
15-10 02:39:30,0.0,0.013,99.987,0.0,0.0,0.0,3467411456.0,26562560.0,2219618304.0,1.9555672064e+11,10.990,16.180,16.670
15-10 02:39:32,0.0,0.013,99.987,0.0,0.0,0.0,3467276288.0,26562560.0,2219626496.0,1.95556847616e+11,10.990,16.180,16.670
15-10 02:39:34,0.0,0.013,99.987,0.0,0.0,0.0,3467272192.0,26562560.0,2219630592.0,1.95556847616e+11,10.110,15.910,16.580
15-10 02:39:36,0.0,0.050,99.950,0.0,0.0,0.0,3467145216.0,26570752.0,2219622400.0,1.95556974592e+11,10.110,15.910,16.580
15-10 02:39:38,0.0,0.025,99.975,0.0,0.0,0.0,3467001856.0,26570752.0,2219630592.0,1.9555710976e+11,10.110,15.910,16.580
15-10 02:39:40,0.0,0.013,99.987,0.0,0.0,0.0,3467001856.0,26570752.0,2219630592.0,1.9555710976e+11,9.300,15.640,16.490
15-10 02:39:42,0.0,0.013,99.987,0.0,0.0,0.0,3467001856.0,26578944.0,2219622400.0,1.9555710976e+11,9.300,15.640,16.490
15-10 02:39:44,0.0,0.013,99.987,0.0,0.0,0.0,3466866688.0,26578944.0,2219630592.0,1.95557236736e+11,8.550,15.380,16.400
15-10 02:39:46,0.0,0.025,99.975,0.0,0.0,0.0,3466866688.0,26578944.0,2219630592.0,1.95557236736e+11,8.550,15.380,16.400
15-10 02:39:48,0.0,0.013,99.987,0.0,0.0,0.0,3466772480.0,26587136.0,2219622400.0,1.95557330944e+11,8.550,15.380,16.400
15-10 02:39:50,0.0,0.013,99.987,0.0,0.0,0.0,3466661888.0,26587136.0,2219630592.0,1.95557433344e+11,7.870,15.130,16.310
15-10 02:39:52,0.0,0.012,99.988,0.0,0.0,0.0,3466661888.0,26587136.0,2219630592.0,1.95557433344e+11,7.870,15.130,16.310
15-10 02:39:54,0.0,0.013,99.987,0.0,0.0,0.0,3466661888.0,26595328.0,2219622400.0,1.95557433344e+11,7.240,14.880,16.220
15-10 02:39:56,0.0,0.025,99.975,0.0,0.0,0.0,3466653696.0,26595328.0,2219630592.0,1.95557433344e+11,7.240,14.880,16.220
15-10 02:39:58,0.0,0.012,99.988,0.0,0.0,0.0,3466551296.0,26595328.0,2219630592.0,1.95557535744e+11,7.240,14.880,16.220
15-10 02:40:00,0.0,0.013,99.987,0.0,0.0,0.0,3466551296.0,26603520.0,2219622400.0,1.95557535744e+11,6.660,14.630,16.140
15-10 02:40:02,0.0,0.013,99.987,0.0,0.0,0.0,3466686464.0,26603520.0,2219630592.0,1.95557392384e+11,6.660,14.630,16.140
15-10 02:40:04,0.0,0.013,99.987,0.0,0.0,0.0,3466559488.0,26603520.0,2219630592.0,1.9555751936e+11,6.120,14.390,16.050
15-10 02:40:06,0.0,0.037,99.963,0.0,0.0,0.0,3466432512.0,26611712.0,2219622400.0,1.95557646336e+11,6.120,14.390,16.050
15-10 02:40:08,0.0,0.0,100.0,0.0,0.0,0.0,3466424320.0,26611712.0,2219630592.0,1.95557646336e+11,6.120,14.390,16.050
15-10 02:40:10,0.0,0.013,99.987,0.0,0.0,0.0,3466424320.0,26611712.0,2219630592.0,1.95557646336e+11,5.630,14.150,15.960
15-10 02:40:12,0.0,0.013,99.987,0.0,0.0,0.0,3466424320.0,26619904.0,2219622400.0,1.95557646336e+11,5.630,14.150,15.960
15-10 02:40:14,0.0,0.013,99.987,0.0,0.0,0.0,3466416128.0,26619904.0,2219630592.0,1.95557646336e+11,5.180,13.910,15.880
15-10 02:40:16,0.0,0.013,99.987,0.0,0.0,0.0,3466416128.0,26619904.0,2219630592.0,1.95557646336e+11,5.180,13.910,15.880
15-10 02:40:18,0.0,0.013,99.987,0.0,0.0,0.0,3466416128.0,26628096.0,2219622400.0,1.95557646336e+11,5.180,13.910,15.880
15-10 02:40:20,0.0,0.013,99.987,0.0,0.0,0.0,3466407936.0,26628096.0,2219630592.0,1.95557646336e+11,4.770,13.680,15.790
15-10 02:40:22,0.0,0.0,100.0,0.0,0.0,0.0,3466407936.0,26628096.0,2219630592.0,1.95557646336e+11,4.770,13.680,15.790
15-10 02:40:24,0.0,0.013,99.987,0.0,0.0,0.0,3466407936.0,26636288.0,2219622400.0,1.95557646336e+11,4.380,13.450,15.710
15-10 02:40:26,0.0,0.025,99.975,0.0,0.0,0.0,3466526720.0,26636288.0,2219630592.0,1.9555751936e+11,4.380,13.450,15.710
15-10 02:40:28,0.0,0.012,99.988,0.0,0.0,0.0,3466526720.0,26636288.0,2219630592.0,1.9555751936e+11,4.380,13.450,15.710
15-10 02:40:30,0.0,0.0,100.0,0.0,0.0,0.0,3466399744.0,26644480.0,2219622400.0,1.95557646336e+11,4.030,13.230,15.620
15-10 02:40:32,0.0,0.013,99.987,0.0,0.0,0.0,3466391552.0,26644480.0,2219630592.0,1.95557646336e+11,4.030,13.230,15.620
15-10 02:40:34,0.0,0.013,99.987,0.0,0.0,0.0,3466383360.0,26644480.0,2219630592.0,1.95557654528e+11,3.710,13.010,15.540
15-10 02:40:36,0.0,0.037,99.963,0.0,0.0,0.0,3466129408.0,26652672.0,2219622400.0,1.9555790848e+11,3.710,13.010,15.540
15-10 02:40:38,0.0,0.013,99.987,0.0,0.0,0.0,3466121216.0,26652672.0,2219630592.0,1.9555790848e+11,3.710,13.010,15.540
15-10 02:40:40,0.0,0.013,99.987,0.0,0.0,0.0,3466121216.0,26652672.0,2219630592.0,1.9555790848e+11,3.410,12.790,15.450
15-10 02:40:42,0.0,0.013,99.987,0.0,0.0,0.0,3465990144.0,26660864.0,2219626496.0,1.95558035456e+11,3.410,12.790,15.450
15-10 02:40:44,0.0,0.0,100.0,0.0,0.0,0.0,3465981952.0,26660864.0,2219634688.0,1.95558035456e+11,3.140,12.580,15.370
15-10 02:40:46,0.0,0.025,99.975,0.0,0.0,0.0,3465981952.0,26660864.0,2219634688.0,1.95558035456e+11,3.140,12.580,15.370
15-10 02:40:48,0.0,0.013,99.987,0.0,0.0,0.0,3465981952.0,26669056.0,2219626496.0,1.95558035456e+11,3.140,12.580,15.370
15-10 02:40:50,0.0,0.013,99.987,0.0,0.0,0.0,3466100736.0,26669056.0,2219634688.0,1.9555790848e+11,2.890,12.370,15.290
15-10 02:40:52,0.0,0.0,100.0,0.0,0.0,0.0,3466100736.0,26669056.0,2219634688.0,1.9555790848e+11,2.890,12.370,15.290
15-10 02:40:54,0.0,0.012,99.988,0.0,0.0,0.0,3465973760.0,26677248.0,2219626496.0,1.95558035456e+11,2.660,12.170,15.210
15-10 02:40:56,0.0,0.025,99.975,0.0,0.0,0.0,3465965568.0,26677248.0,2219634688.0,1.95558035456e+11,2.660,12.170,15.210
15-10 02:40:58,0.0,0.013,99.987,0.0,0.0,0.0,3465965568.0,26677248.0,2219634688.0,1.95558035456e+11,2.660,12.170,15.210
15-10 02:41:00,0.0,0.0,100.0,0.0,0.0,0.0,3465838592.0,26685440.0,2219626496.0,1.95558162432e+11,2.440,11.960,15.120
15-10 02:41:02,0.0,0.013,99.987,0.0,0.0,0.0,3465830400.0,26685440.0,2219634688.0,1.95558162432e+11,2.440,11.960,15.120
15-10 02:41:04,0.0,0.013,99.987,0.0,0.0,0.0,3465830400.0,26685440.0,2219634688.0,1.95558162432e+11,2.250,11.770,15.040
15-10 02:41:06,0.013,0.025,99.963,0.0,0.0,0.0,3465621504.0,26693632.0,2219626496.0,1.95558371328e+11,2.250,11.770,15.040
15-10 02:41:08,0.0,0.013,99.987,0.0,0.0,0.0,3465613312.0,26693632.0,2219634688.0,1.95558371328e+11,2.250,11.770,15.040
15-10 02:41:10,0.0,0.012,99.988,0.0,0.0,0.0,3465613312.0,26693632.0,2219634688.0,1.95558371328e+11,2.070,11.570,14.960
15-10 02:41:12,0.0,0.013,99.987,0.0,0.0,0.0,3465613312.0,26701824.0,2219626496.0,1.95558371328e+11,2.070,11.570,14.960
15-10 02:41:14,0.0,0.013,99.987,0.0,0.0,0.0,3465605120.0,26701824.0,2219634688.0,1.95558371328e+11,1.900,11.380,14.880
15-10 02:41:16,0.0,0.013,99.987,0.0,0.0,0.0,3465605120.0,26701824.0,2219634688.0,1.95558371328e+11,1.900,11.380,14.880
15-10 02:41:18,0.0,0.013,99.987,0.0,0.0,0.0,3465605120.0,26710016.0,2219626496.0,1.95558371328e+11,1.900,11.380,14.880
15-10 02:41:20,0.0,0.013,99.987,0.0,0.0,0.0,3465596928.0,26710016.0,2219634688.0,1.95558371328e+11,1.750,11.190,14.800
15-10 02:41:22,0.0,0.013,99.987,0.0,0.0,0.0,3465596928.0,26710016.0,2219634688.0,1.95558371328e+11,1.750,11.190,14.800
15-10 02:41:24,0.0,0.0,100.0,0.0,0.0,0.0,3465596928.0,26718208.0,2219626496.0,1.95558371328e+11,1.610,11.0,14.720
15-10 02:41:26,0.0,0.025,99.975,0.0,0.0,0.0,3465588736.0,26718208.0,2219634688.0,1.95558371328e+11,1.610,11.0,14.720
15-10 02:41:28,0.0,0.013,99.987,0.0,0.0,0.0,3465588736.0,26718208.0,2219634688.0,1.95558371328e+11,1.610,11.0,14.720
15-10 02:41:30,0.0,0.013,99.987,0.0,0.0,0.0,3465588736.0,26726400.0,2219626496.0,1.95558371328e+11,1.480,10.820,14.640
15-10 02:41:32,0.0,0.0,100.0,0.0,0.0,0.0,3465580544.0,26726400.0,2219634688.0,1.95558371328e+11,1.480,10.820,14.640
15-10 02:41:34,0.0,0.013,99.987,0.0,0.0,0.0,3465580544.0,26726400.0,2219634688.0,1.95558371328e+11,1.360,10.640,14.560
15-10 02:41:36,0.0,0.037,99.963,0.0,0.0,0.0,3465494528.0,26734592.0,2219626496.0,1.95558457344e+11,1.360,10.640,14.560
15-10 02:41:38,0.0,0.013,99.987,0.0,0.0,0.0,3465486336.0,26734592.0,2219634688.0,1.95558457344e+11,1.360,10.640,14.560
15-10 02:41:40,0.0,0.013,99.987,0.0,0.0,0.0,3465486336.0,26734592.0,2219634688.0,1.95558457344e+11,1.250,10.460,14.480
15-10 02:41:42,0.0,0.0,100.0,0.0,0.0,0.0,3465486336.0,26742784.0,2219626496.0,1.95558457344e+11,1.250,10.460,14.480
15-10 02:41:44,0.0,0.013,99.987,0.0,0.0,0.0,3465465856.0,26742784.0,2219634688.0,1.95558469632e+11,1.150,10.290,14.410
15-10 02:41:46,0.0,0.025,99.975,0.0,0.0,0.0,3465465856.0,26742784.0,2219634688.0,1.95558469632e+11,1.150,10.290,14.410
15-10 02:41:48,0.0,0.013,99.987,0.0,0.0,0.0,3465465856.0,26750976.0,2219626496.0,1.95558469632e+11,1.150,10.290,14.410
15-10 02:41:50,0.0,0.013,99.987,0.0,0.0,0.0,3465457664.0,26750976.0,2219634688.0,1.95558469632e+11,1.060,10.120,14.330
15-10 02:41:52,0.0,0.013,99.987,0.0,0.0,0.0,3465453568.0,26750976.0,2219638784.0,1.95558469632e+11,1.060,10.120,14.330
15-10 02:41:54,0.0,0.0,100.0,0.0,0.0,0.0,3465453568.0,26759168.0,2219630592.0,1.95558469632e+11,0.970,9.950,14.250
15-10 02:41:56,0.0,0.025,99.975,0.0,0.0,0.0,3465445376.0,26759168.0,2219638784.0,1.95558469632e+11,0.970,9.950,14.250
15-10 02:41:58,0.0,0.013,99.987,0.0,0.0,0.0,3465445376.0,26759168.0,2219638784.0,1.95558469632e+11,0.970,9.950,14.250
15-10 02:42:00,0.0,0.013,99.987,0.0,0.0,0.0,3465445376.0,26767360.0,2219630592.0,1.95558469632e+11,0.900,9.780,14.170
15-10 02:42:02,0.0,0.0,100.0,0.0,0.0,0.0,3465564160.0,26767360.0,2219638784.0,1.95558342656e+11,0.900,9.780,14.170
15-10 02:42:04,0.0,0.013,99.987,0.0,0.0,0.0,3465564160.0,26767360.0,2219638784.0,1.95558342656e+11,0.820,9.620,14.100
15-10 02:42:06,0.0,0.037,99.963,0.0,0.0,0.0,3465564160.0,26775552.0,2219630592.0,1.95558342656e+11,0.820,9.620,14.100
15-10 02:42:08,0.0,0.013,99.987,0.0,0.0,0.0,3465555968.0,26775552.0,2219638784.0,1.95558342656e+11,0.820,9.620,14.100
15-10 02:42:10,0.0,0.013,99.987,0.0,0.0,0.0,3465555968.0,26775552.0,2219638784.0,1.95558342656e+11,0.760,9.460,14.020
15-10 02:42:12,0.0,0.0,100.0,0.0,0.0,0.0,3465555968.0,26783744.0,2219630592.0,1.95558342656e+11,0.760,9.460,14.020
15-10 02:42:14,0.0,0.012,99.988,0.0,0.0,0.0,3465547776.0,26783744.0,2219638784.0,1.95558342656e+11,0.700,9.300,13.950
15-10 02:42:16,0.0,0.025,99.975,0.0,0.0,0.0,3465547776.0,26783744.0,2219638784.0,1.95558342656e+11,0.700,9.300,13.950
15-10 02:42:18,0.0,0.013,99.987,0.0,0.0,0.0,3465547776.0,26791936.0,2219630592.0,1.95558342656e+11,0.700,9.300,13.950
15-10 02:42:20,0.0,0.013,99.987,0.0,0.0,0.0,3465539584.0,26791936.0,2219638784.0,1.95558342656e+11,0.640,9.150,13.870
15-10 02:42:22,0.0,0.013,99.987,0.0,0.0,0.0,3465539584.0,26791936.0,2219638784.0,1.95558342656e+11,0.640,9.150,13.870
15-10 02:42:24,0.0,0.013,99.987,0.0,0.0,0.0,3465539584.0,26800128.0,2219630592.0,1.95558342656e+11,0.590,9.0,13.800
15-10 02:42:26,0.0,0.025,99.975,0.0,0.0,0.0,3465531392.0,26800128.0,2219638784.0,1.95558342656e+11,0.590,9.0,13.800
15-10 02:42:28,0.0,0.013,99.987,0.0,0.0,0.0,3465531392.0,26800128.0,2219638784.0,1.95558342656e+11,0.590,9.0,13.800
15-10 02:42:30,0.0,0.013,99.987,0.0,0.0,0.0,3465531392.0,26808320.0,2219630592.0,1.95558342656e+11,0.540,8.850,13.720
15-10 02:42:32,0.0,0.012,99.988,0.0,0.0,0.0,3465523200.0,26808320.0,2219638784.0,1.95558342656e+11,0.540,8.850,13.720
15-10 02:42:34,0.0,0.025,99.975,0.0,0.0,0.0,3465523200.0,26808320.0,2219638784.0,1.95558342656e+11,0.500,8.700,13.650
15-10 02:42:36,0.0,0.038,99.962,0.0,0.0,0.0,3465523200.0,26816512.0,2219630592.0,1.95558342656e+11,0.500,8.700,13.650
15-10 02:42:38,0.0,0.013,99.987,0.0,0.0,0.0,3465641984.0,26816512.0,2219638784.0,1.9555821568e+11,0.500,8.700,13.650
15-10 02:42:40,0.0,0.013,99.987,0.0,0.0,0.0,3465641984.0,26816512.0,2219638784.0,1.9555821568e+11,0.460,8.560,13.580
15-10 02:42:42,0.0,0.013,99.987,0.0,0.0,0.0,3465641984.0,26824704.0,2219630592.0,1.9555821568e+11,0.460,8.560,13.580
15-10 02:42:44,0.0,0.013,99.987,0.0,0.0,0.0,3465633792.0,26824704.0,2219638784.0,1.9555821568e+11,0.420,8.410,13.500
15-10 02:42:46,0.0,0.025,99.975,0.0,0.0,0.0,3465633792.0,26824704.0,2219638784.0,1.9555821568e+11,0.420,8.410,13.500
15-10 02:42:48,0.0,0.013,99.987,0.0,0.0,0.0,3465633792.0,26832896.0,2219630592.0,1.9555821568e+11,0.420,8.410,13.500
15-10 02:42:50,0.0,0.013,99.987,0.0,0.0,0.0,3465482240.0,26832896.0,2219638784.0,1.9555835904e+11,0.390,8.270,13.430
15-10 02:42:52,0.0,0.013,99.987,0.0,0.0,0.0,3465482240.0,26832896.0,2219638784.0,1.9555835904e+11,0.390,8.270,13.430
15-10 02:42:54,0.0,0.013,99.987,0.0,0.0,0.0,3465482240.0,26841088.0,2219630592.0,1.9555835904e+11,0.360,8.140,13.360
15-10 02:42:56,0.0,0.025,99.975,0.0,0.0,0.0,3465474048.0,26841088.0,2219638784.0,1.9555835904e+11,0.360,8.140,13.360
15-10 02:42:58,0.0,0.013,99.987,0.0,0.0,0.0,3465457664.0,26841088.0,2219638784.0,1.95558375424e+11,0.360,8.140,13.360
15-10 02:43:00,0.0,0.0,100.0,0.0,0.0,0.0,3465330688.0,26849280.0,2219630592.0,1.955585024e+11,0.330,8.0,13.290
15-10 02:43:02,0.0,0.025,99.975,0.0,0.0,0.0,3465580544.0,26849280.0,2219642880.0,1.95558240256e+11,0.330,8.0,13.290
15-10 02:43:04,0.0,0.013,99.987,0.0,0.0,0.0,3465453568.0,26849280.0,2219642880.0,1.95558367232e+11,0.300,7.870,13.210
15-10 02:43:06,0.013,0.037,99.950,0.0,0.0,0.0,3465453568.0,26857472.0,2219634688.0,1.95558367232e+11,0.300,7.870,13.210
15-10 02:43:08,0.0,0.013,99.987,0.0,0.0,0.0,3465441280.0,26857472.0,2219642880.0,1.95558371328e+11,0.300,7.870,13.210
15-10 02:43:10,0.0,0.013,99.987,0.0,0.0,0.0,3465441280.0,26857472.0,2219642880.0,1.95558371328e+11,0.280,7.740,13.140
15-10 02:43:12,0.0,0.025,99.975,0.0,0.0,0.0,3465441280.0,26865664.0,2219634688.0,1.95558371328e+11,0.280,7.740,13.140
15-10 02:43:14,0.0,0.0,100.0,0.0,0.0,0.0,3465433088.0,26865664.0,2219642880.0,1.95558371328e+11,0.250,7.610,13.070
15-10 02:43:16,0.0,0.025,99.975,0.0,0.0,0.0,3465433088.0,26865664.0,2219642880.0,1.95558371328e+11,0.250,7.610,13.070
15-10 02:43:18,0.0,0.013,99.987,0.0,0.0,0.0,3465433088.0,26873856.0,2219634688.0,1.95558371328e+11,0.250,7.610,13.070
15-10 02:43:20,0.0,0.013,99.987,0.0,0.0,0.0,3465424896.0,26873856.0,2219642880.0,1.95558371328e+11,0.230,7.480,13.0
15-10 02:43:22,0.0,0.013,99.987,0.0,0.0,0.0,3465424896.0,26873856.0,2219642880.0,1.95558371328e+11,0.230,7.480,13.0
15-10 02:43:24,0.0,0.013,99.987,0.0,0.0,0.0,3465424896.0,26882048.0,2219634688.0,1.95558371328e+11,0.210,7.360,12.930
15-10 02:43:26,0.0,0.013,99.987,0.0,0.0,0.0,3465416704.0,26882048.0,2219642880.0,1.95558371328e+11,0.210,7.360,12.930
15-10 02:43:28,0.0,0.012,99.988,0.0,0.0,0.0,3465416704.0,26882048.0,2219642880.0,1.95558371328e+11,0.210,7.360,12.930
15-10 02:43:30,0.0,0.013,99.987,0.0,0.0,0.0,3465416704.0,26890240.0,2219634688.0,1.95558371328e+11,0.200,7.230,12.860
15-10 02:43:32,0.0,0.012,99.988,0.0,0.0,0.0,3465408512.0,26890240.0,2219642880.0,1.95558371328e+11,0.200,7.230,12.860
15-10 02:43:34,0.0,0.0,100.0,0.0,0.0,0.0,3465408512.0,26890240.0,2219642880.0,1.95558371328e+11,0.180,7.110,12.790
15-10 02:43:36,0.0,0.038,99.962,0.0,0.0,0.0,3465408512.0,26898432.0,2219634688.0,1.95558371328e+11,0.180,7.110,12.790
15-10 02:43:38,0.0,0.012,99.988,0.0,0.0,0.0,3465400320.0,26898432.0,2219642880.0,1.95558371328e+11,0.180,7.110,12.790
15-10 02:43:40,0.0,0.013,99.987,0.0,0.0,0.0,3465400320.0,26898432.0,2219642880.0,1.95558371328e+11,0.170,7.0,12.720
15-10 02:43:42,0.0,0.013,99.987,0.0,0.0,0.0,3465400320.0,26906624.0,2219634688.0,1.95558371328e+11,0.170,7.0,12.720
15-10 02:43:44,0.0,0.0,100.0,0.0,0.0,0.0,3465392128.0,26906624.0,2219642880.0,1.95558371328e+11,0.150,6.880,12.650
15-10 02:43:46,0.0,0.025,99.975,0.0,0.0,0.0,3465392128.0,26906624.0,2219642880.0,1.95558371328e+11,0.150,6.880,12.650
15-10 02:43:48,0.0,0.013,99.987,0.0,0.0,0.0,3465392128.0,26914816.0,2219634688.0,1.95558371328e+11,0.150,6.880,12.650
15-10 02:43:50,0.0,0.013,99.987,0.0,0.0,0.0,3465383936.0,26914816.0,2219642880.0,1.95558371328e+11,0.140,6.770,12.590
15-10 02:43:52,0.0,0.0,100.0,0.0,0.0,0.0,3465383936.0,26914816.0,2219642880.0,1.95558371328e+11,0.140,6.770,12.590
15-10 02:43:54,0.0,0.013,99.987,0.0,0.0,0.0,3465383936.0,26923008.0,2219634688.0,1.95558371328e+11,0.130,6.650,12.520
15-10 02:43:56,0.0,0.025,99.975,0.0,0.0,0.0,3465375744.0,26923008.0,2219642880.0,1.95558371328e+11,0.130,6.650,12.520
15-10 02:43:58,0.0,0.012,99.988,0.0,0.0,0.0,3465375744.0,26923008.0,2219642880.0,1.95558371328e+11,0.130,6.650,12.520
15-10 02:44:00,0.0,0.0,100.0,0.0,0.0,0.0,3465375744.0,26931200.0,2219634688.0,1.95558371328e+11,0.120,6.540,12.450
15-10 02:44:02,0.0,0.012,99.988,0.0,0.0,0.0,3465367552.0,26931200.0,2219642880.0,1.95558371328e+11,0.120,6.540,12.450
15-10 02:44:04,0.0,0.013,99.987,0.0,0.0,0.0,3465367552.0,26931200.0,2219642880.0,1.95558371328e+11,0.110,6.430,12.380
15-10 02:44:06,0.0,0.037,99.963,0.0,0.0,0.0,3465367552.0,26939392.0,2219634688.0,1.95558371328e+11,0.110,6.430,12.380
15-10 02:44:08,0.0,0.013,99.987,0.0,0.0,0.0,3465359360.0,26939392.0,2219642880.0,1.95558371328e+11,0.110,6.430,12.380
15-10 02:44:10,0.0,0.0,100.0,0.0,0.0,0.0,3465359360.0,26939392.0,2219642880.0,1.95558371328e+11,0.100,6.330,12.320
15-10 02:44:12,0.0,0.013,99.987,0.0,0.0,0.0,3465355264.0,26947584.0,2219638784.0,1.95558371328e+11,0.100,6.330,12.320
15-10 02:44:14,0.0,0.013,99.987,0.0,0.0,0.0,3465347072.0,26947584.0,2219646976.0,1.95558371328e+11,0.090,6.220,12.250
15-10 02:44:16,0.0,0.025,99.975,0.0,0.0,0.0,3465347072.0,26947584.0,2219646976.0,1.95558371328e+11,0.090,6.220,12.250
15-10 02:44:18,0.0,0.0,100.0,0.0,0.0,0.0,3465347072.0,26955776.0,2219638784.0,1.95558371328e+11,0.090,6.220,12.250
15-10 02:44:20,0.0,0.013,99.987,0.0,0.0,0.0,3465338880.0,26955776.0,2219646976.0,1.95558371328e+11,0.080,6.120,12.180
15-10 02:44:22,0.0,0.013,99.987,0.0,0.0,0.0,3465338880.0,26955776.0,2219646976.0,1.95558371328e+11,0.080,6.120,12.180
15-10 02:44:24,0.0,0.013,99.987,0.0,0.0,0.0,3465338880.0,26963968.0,2219638784.0,1.95558371328e+11,0.080,6.020,12.120
15-10 02:44:26,0.0,0.013,99.987,0.0,0.0,0.0,3465457664.0,26963968.0,2219646976.0,1.95558244352e+11,0.080,6.020,12.120
15-10 02:44:28,0.0,0.013,99.987,0.0,0.0,0.0,3465457664.0,26963968.0,2219646976.0,1.95558244352e+11,0.080,6.020,12.120
15-10 02:44:30,0.0,0.013,99.987,0.0,0.0,0.0,3465457664.0,26972160.0,2219638784.0,1.95558244352e+11,0.070,5.920,12.050
15-10 02:44:32,0.013,0.013,99.975,0.0,0.0,0.0,3465965568.0,26972160.0,2219646976.0,1.95557728256e+11,0.070,5.920,12.050
15-10 02:44:34,0.012,0.012,99.975,0.0,0.0,0.0,3466424320.0,26972160.0,2219646976.0,1.95557269504e+11,0.060,5.820,11.990
15-10 02:44:36,0.0,0.025,99.975,0.0,0.0,0.0,3465535488.0,26980352.0,2219655168.0,1.95558141952e+11,0.060,5.820,11.990
15-10 02:44:38,0.0,0.013,99.987,0.0,0.0,0.0,3465457664.0,26980352.0,2219663360.0,1.95558211584e+11,0.060,5.820,11.990
15-10 02:44:40,0.0,0.013,99.987,0.0,0.0,0.0,3465457664.0,26980352.0,2219663360.0,1.95558211584e+11,0.060,5.720,11.920
15-10 02:44:42,0.0,0.013,99.987,0.0,0.0,0.0,3465457664.0,26988544.0,2219655168.0,1.95558211584e+11,0.060,5.720,11.920
15-10 02:44:44,0.0,0.013,99.987,0.0,0.0,0.0,3465449472.0,26988544.0,2219663360.0,1.95558211584e+11,0.050,5.620,11.860
15-10 02:44:46,0.0,0.013,99.987,0.0,0.0,0.0,3465449472.0,26988544.0,2219663360.0,1.95558211584e+11,0.050,5.620,11.860
15-10 02:44:48,0.0,0.013,99.987,0.0,0.0,0.0,3465449472.0,26996736.0,2219655168.0,1.95558211584e+11,0.050,5.620,11.860
15-10 02:44:50,0.0,0.013,99.987,0.0,0.0,0.0,3465441280.0,26996736.0,2219663360.0,1.95558211584e+11,0.050,5.530,11.800
15-10 02:44:52,0.0,0.013,99.987,0.0,0.0,0.0,3465441280.0,26996736.0,2219663360.0,1.95558211584e+11,0.050,5.530,11.800
15-10 02:44:54,0.0,0.0,100.0,0.0,0.0,0.0,3465441280.0,27004928.0,2219655168.0,1.95558211584e+11,0.050,5.440,11.730
15-10 02:44:56,0.0,0.025,99.975,0.0,0.0,0.0,3465433088.0,27004928.0,2219663360.0,1.95558211584e+11,0.050,5.440,11.730
15-10 02:44:58,0.0,0.013,99.987,0.0,0.0,0.0,3465179136.0,27004928.0,2219663360.0,1.95558465536e+11,0.050,5.440,11.730
15-10 02:45:00,0.0,0.013,99.987,0.0,0.0,0.0,3465179136.0,27013120.0,2219655168.0,1.95558465536e+11,0.040,5.350,11.670
15-10 02:45:02,0.0,0.013,99.987,0.0,0.0,0.0,3465170944.0,27013120.0,2219663360.0,1.95558465536e+11,0.040,5.350,11.670
15-10 02:45:04,0.0,0.013,99.987,0.0,0.0,0.0,3465162752.0,27013120.0,2219663360.0,1.95558473728e+11,0.040,5.260,11.610
15-10 02:45:06,0.0,0.037,99.963,0.0,0.0,0.0,3465162752.0,27021312.0,2219655168.0,1.95558473728e+11,0.040,5.260,11.610
15-10 02:45:08,0.0,0.013,99.987,0.0,0.0,0.0,3465281536.0,27021312.0,2219663360.0,1.95558346752e+11,0.040,5.260,11.610
15-10 02:45:10,0.0,0.0,100.0,0.0,0.0,0.0,3465281536.0,27021312.0,2219663360.0,1.95558346752e+11,0.030,5.170,11.540
15-10 02:45:12,0.0,0.013,99.987,0.0,0.0,0.0,3465281536.0,27029504.0,2219655168.0,1.95558346752e+11,0.030,5.170,11.540
15-10 02:45:14,0.0,0.013,99.987,0.0,0.0,0.0,3465273344.0,27029504.0,2219663360.0,1.95558346752e+11,0.030,5.090,11.480
